"Note: This is a sample of the player file and includes only 1,500 players. The full version is over 10,000.",,,,,,,,,,,,,,,,,,,,,,,,,,
player,fname,lname,pname,pos1,pos2,height,weight,dob,forty,bench,vertical,broad,shuttle,cone,arm,hand,dpos,col,dv,start,cteam,posd,jnum,dcp,nflid,pimg
AC-1900,Andre,Coleman,A.Coleman,DL,,75,287,7/26/1984,5.08,0,0,0,0,0,0,0,0,Albany,,2009,INA,INA,0,0,2507114,COL207643.png
AC-2000,Antonio,Coleman,A.Coleman,LB,,74,255,9/1/1986,4.87,18,33.5,116,4.46,7.01,0,0,0,Auburn,Southeastern (SEC),2010,INA,INA,0,0,496770,COL216615.png
AC-2100,Austin,Collie,A.Collie,WR,RB,72,200,11/11/1985,4.56,17,34,120,4.07,6.78,31,9,127,Brigham Young,Mountain West (MWC),2009,INA,INA,0,0,81282,COL397342.png
AC-2150,Alex,Collins,A.Collins,RB,,70,217,8/26/1994,4.64,18,32.5,113,0,0,30.25,9.25,171,Arkansas,Southeastern (SEC),2016,BAL,RB,34,3,2555430,COL479374.png
AC-2200,Anthony,Collins,A.Collins,OL,,77,315,11/2/1985,5.54,26,27.5,97,4.87,7.71,0,0,112,Kansas,Big 12,2008,INA,INA,0,0,2507480,COL511950.png
AC-2212,Aviante,Collins,A.Collins,OL,,76,295,4/21/1993,4.81,34,24,102,4.75,7.85,33.375,9.375,0,Texas Christian,Big 12,2017,MIN,RT,76,2,2558932,COL513500.png
AC-2225,Arjen,Colquhoun,A.Colquhoun,DB,,73,202,10/13/1992,4.59,0,37,121,4.29,7.07,0,0,0,Michigan State,Big Ten,2016,INA,INA,0,0,2556505,COL751231.png
AC-2250,Aaron,Colvin,A.Colvin,DB,,71,177,10/2/1991,4.51,0,0,0,0,0,31,9.25,114,Oklahoma,Big 12,2014,JAC,RCB,22,2,2543501,COL801093.png
AC-2300,Albert,Connell,A.Connell,WR,,72,179,5/13/1974,0,0,0,0,0,0,0,0,115,Texas A&M,Big 12,1997,INA,INA,0,0,2500172,CON386729.png
AC-2325,Alex,Cooper,A.Cooper,OL,,76,300,12/18/1991,5.25,23,28,104,4.78,7.7,0,0,0,Houston,American Athletic,2016,INA,INA,0,0,2556506,COO485289.png
AC-2350,Amari,Cooper,A.Cooper,WR,,73,211,6/17/1994,4.31,0,34,120,3.98,6.71,31.5,10,4,Alabama,Southeastern (SEC),2015,OAK,RWR,89,1,2552487,COO487703.png
AC-2375,Adrian,Coxson,A.Coxson,WR,,72,214,8/14/1992,4.47,15,32,111,4.4,7.03,31.75,9.75,0,Stony Brook,Colonial Athletic (CAA),2015,INA,INA,0,0,2553509,COX813852.png
AC-2387,Antonio,Crawford,A.Crawford,DB,,70,185,,4.56,0,32.5,0,4.11,6.95,0,0,0,West Virginia,Big 12,2017,PIT,RES,34,4,2559478,CRA538577.png
AC-2400,Antonio,Cromartie,A.Cromartie,DB,WR,74,210,4/15/1984,4.47,18,38,132,3.89,7.02,0,0,19,Florida State,Atlantic Coast (ACC),2006,INA,INA,0,0,2495822,CRO161100.png
AC-2450,Alan,Cross,A.Cross,TE,RB,73,235,5/2/1993,4.84,17,30.5,109,4.58,7.44,0,0,0,Memphis,American Athletic,2016,TB,TE,45,2,2556508,CRO396537.png
AC-2500,Angelo,Crowell,A.Crowell,LB,,73,235,8/16/1981,4.73,25,32.5,0,4.29,7.08,0,0,94,Virginia,Atlantic Coast (ACC),2003,INA,INA,0,0,2505516,CRO732110.png
AC-2600,Andrew,Crummey,A.Crummey,OL,,77,309,10/22/1984,5.32,0,0,0,0,0,0,0,0,Maryland,Atlantic Coast (ACC),2008,INA,INA,0,0,816,CRU251447.png
AC-2700,Alge,Crumpler,A.Crumpler,TE,RB,74,262,12/23/1977,4.76,22,34,112,4.43,7.38,0,0,35,North Carolina,Atlantic Coast (ACC),2001,INA,INA,0,0,2504554,CRU467810.png
AC-2750,Andy,Cruse,A.Cruse,WR,,75,212,1/13/1990,4.68,13,34,126,4.22,6.83,0,0,0,Miami (OH),Mid-American (MAC),2013,INA,INA,0,0,2541813,CRU567222.png
AC-2775,A.J.,Cruz,A.Cruz,WR,,69,195,2/20/1991,4.6,21,39,119,4.22,6.56,0,0,0,Brown,Ivy League,2015,INA,INA,0,0,2554331,CRU779150.png
AC-2800,Airese,Currie,A.Currie,WR,,70,186,11/16/1982,4.49,0,38,125,4.07,7.07,0,0,140,Clemson,Atlantic Coast (ACC),2006,INA,INA,0,0,2506477,CUR308200.png
AC-2900,Aaron,Curry,A.Curry,LB,,74,255,4/6/1986,4.52,25,37,124,4.51,7.15,0,0,4,Wake Forest,Atlantic Coast (ACC),2009,INA,INA,0,0,79842,CUR423980.png
AD-0050,Anthony,Dable,A.Dable,WR,,76,220,9/25/1988,0,0,0,0,0,0,0,0,0,None,,2016,INA,INA,0,0,2555573,DAB359918.png
AD-0100,Andy,Dalton,A.Dalton,QB,,74,215,10/29/1987,4.82,0,29.5,106,4.27,6.93,31.75,9.5,35,Texas Christian,Mountain West (MWC),2011,CIN,QB,14,1,2495143,DAL659900.png
AD-0200,Antico,Dalton,A.Dalton,LB,,73,240,12/31/1975,4.71,30,35,117,4.32,7.49,0,0,199,Hampton,Mid-Eastern Athletic (MEAC),1999,INA,INA,0,0,2500275,DAL669650.png
AD-0212,Amara,Darboh,A.Darboh,WR,,74,214,2/1/1994,4.45,17,36.5,123,4.27,6.81,32.625,9.875,106,Michigan,Big Ten,2017,SEA,RWR,84,3,2557905,DAR032327.png
AD-0225,Alden,Darby,A.Darby,DB,,71,192,6/22/1992,4.65,0,34.5,121,4.32,6.97,0,0,0,Arizona State,Pacific 12,2014,INA,INA,0,0,2550455,DAR052577.png
AD-0250,Andrew,Datko,A.Datko,OL,,78,315,8/15/1990,5.19,0,29.5,100,4.54,7.71,33.875,10,241,Florida State,Atlantic Coast (ACC),2012,INA,INA,0,0,2532827,DAT355963.png
AD-0270,A.J.,Davis,A.Davis,DB,,72,183,7/6/1989,4.44,8,35.5,127,4.46,7.07,0,0,0,Jacksonville State,Ohio Valley,2012,INA,INA,0,0,2534821,DAV115245.png
AD-0285,Akeem,Davis,A.Davis,DB,,72,201,12/25/1990,4.43,19,39.5,126,4.27,7.05,0,0,0,Memphis,American Athletic,2014,INA,INA,0,0,2550022,DAV115525.png
AD-0300,Andra,Davis,A.Davis,LB,,73,255,12/23/1978,4.77,20,31.5,112,0,0,0,0,141,Florida,Southeastern (SEC),2002,INA,INA,0,0,2505126,DAV121395.png
AD-0350,Andre,Davis,A.Davis,WR,,72,204,9/1/1993,4.63,0,32.5,118,4.33,7.09,0,0,0,South Florida,American Athletic,2015,INA,INA,0,0,2553514,DAV122703.png
AD-0375,Andre,Davis,A.Davis,OL,,75,319,12/1/1991,5.11,23,32.5,111,4.77,7.84,0,0,0,Buffalo,Mid-American (MAC),2015,INA,INA,0,0,2553905,DAV122328.png
AD-0400,Andre',Davis,A.Davis,WR,,73,195,6/12/1979,4.42,0,39.5,123,4.1,6.77,0,0,47,Virginia Tech,Big East,2002,INA,INA,0,0,2505045,GIL775180.png
AD-0500,Anthony,Davis,A.Davis,LB,,72,235,3/7/1969,0,0,0,0,0,0,0,0,301,Utah,Western Athletic,1993,INA,INA,0,0,2500303,DAV136546.png
AD-0600,Anthony,Davis,A.Davis,OL,,77,323,10/11/1989,5.36,21,33,99,4.97,8.17,34,10.125,11,Rutgers,Big East,2010,INA,INA,0,0,2508079,DAV129997.png
AD-0650,Anthony,Davis,A.Davis,OL,,76,322,3/27/1980,5.34,0,27.5,95,4.98,8.26,0,0,0,Virginia Tech,Big East,2004,INA,INA,0,0,2505386,DAV134301.png
AD-0680,Austin,Davis,A.Davis,QB,,74,221,6/2/1989,4.69,0,31,109,4.11,6.73,31.75,10.375,0,Southern Mississippi,Conference USA (C-USA),2012,SEA,QB,6,2,2533349,DAV164136.png
AD-0700,Andrew,Davison,A.Davison,DB,,71,185,12/9/1979,0,0,0,0,0,0,0,0,0,Kansas,Big 12,2002,INA,INA,0,0,2504915,DAV817408.png
AD-0750,Alex,Debniak,A.Debniak,RB,,74,240,1/5/1990,4.61,25,33.5,123,4.29,7.03,0,0,0,Stanford,Pacific 12,2013,INA,INA,0,0,2541138,DEB548243.png
AD-0775,Andre,Debose,A.Debose,WR,,72,190,9/12/1990,4.44,12,37.5,123,4.09,6.93,32.25,8.625,221,Florida,Southeastern (SEC),2015,INA,INA,0,0,2553453,DEB587551.png
AD-0800,Al,Del Greco,A.Del Greco,K,,70,200,3/2/1962,0,0,0,0,0,0,0,0,0,Auburn,Southeastern (SEC),1984,INA,INA,0,0,2500360,DEL351395.png
AD-0850,Anthony,Denham,A.Denham,TE,,76,235,7/21/1991,4.69,14,32.5,113,4.56,7.38,33.375,10.5,0,Utah,Pacific 12,2014,INA,INA,0,0,2550556,DEN050390.png
AD-0900,Anthony,Denman,A.Denman,LB,,71,235,10/30/1979,4.76,0,0,0,0,0,0,0,213,Notre Dame,FBS Independents,2001,INA,INA,0,0,2504608,DEN090510.png
AD-0930,Alfonzo,Dennard,A.Dennard,DB,,70,205,9/9/1989,4.48,0,37,121,0,0,30,9.5,224,Nebraska,Big Ten,2012,INA,INA,0,0,2532832,DEN095169.png
AD-0960,Antonio,Dennard,A.Dennard,DB,,71,185,12/20/1989,4.55,0,0,0,0,0,0,0,0,Langston,,2012,INA,INA,0,0,2535706,DEN095502.png
AD-1000,Autry,Denson,A.Denson,RB,,70,193,12/8/1976,4.67,20,31,116,4.15,6.97,0,0,233,Notre Dame,FBS Independents,1999,INA,INA,0,0,2500369,DEN579801.png
AD-1100,Akeem,Dent,A.Dent,LB,,73,242,9/27/1987,4.78,24,37.5,123,4.38,6.93,32,10,91,Georgia,Southeastern (SEC),2011,INA,INA,0,0,2495276,DEN660497.png
AD-1150,Andrew,DePaola,A.DePaola,LS,,74,230,7/28/1987,4.73,20,33,109,4.28,6.88,0,0,0,Rutgers,Big East,2012,CHI,LS,49,1,2538247,DEP118180.png
AD-1175,A.J.,Derby,A.Derby,TE,,76,255,9/20/1991,4.72,15,0,0,4.51,6.99,30.5,9.5,202,Arkansas,Southeastern (SEC),2015,DEN,TE,83,3,2552580,DER139014.png
AD-1187,Anthony,Dima,A.Dima,OL,,78,302,10/21/1990,5.21,31,29,116,4.53,7.62,0,0,0,Massachusetts,Mid-American (MAC),2014,INA,INA,0,0,2550193,DIM079822.png
AD-1200,Adrian,Dingle,A.Dingle,DL,,75,272,6/25/1977,4.94,20,33,112,4.4,7.43,0,0,139,Clemson,Atlantic Coast (ACC),2000,INA,INA,0,0,2500398,DIN241610.png
AD-1250,Ahmad,Dixon,A.Dixon,DB,,72,212,9/5/1991,4.56,14,34,111,4.39,7.28,32.25,9.875,248,Baylor,Big 12,2014,INA,INA,0,0,2543696,DIX042141.png
AD-1300,Anthony,Dixon,A.Dixon,RB,,73,233,9/24/1987,4.67,15,33,121,4.45,7.09,32.5,9.75,173,Mississippi State,Southeastern (SEC),2010,INA,INA,0,0,497172,DIX077953.png
AD-1400,Antonio,Dixon,A.Dixon,DL,,74,325,7/17/1985,5.17,0,0,0,0,0,0,0,0,Miami (FL),Atlantic Coast (ACC),2009,INA,INA,0,0,2507573,DIX080766.png
AD-1450,Aaron,Dobson,A.Dobson,WR,,75,210,6/13/1991,4.37,16,35,121,4.33,7.19,33,9,59,Marshall,Conference USA (C-USA),2013,INA,INA,0,0,2539256,DOB744752.png
AD-1475,Aaron,Donald,A.Donald,DL,,73,285,5/23/1991,4.62,35,32,116,4.39,7.11,32.625,9.875,13,Pittsburgh,Atlantic Coast (ACC),2014,LA,DT,99,1,2543485,DON134977.png
AD-1487,Andrew,Donnal,A.Donnal,OL,,78,313,3/3/1992,5.3,23,32,101,4.77,7.51,33.5,10,119,Iowa,Big Ten,2015,LA,RG,64,2,2552352,DON467175.png
AD-1500,Anthony,Dorsett,A.Dorsett,DB,,71,205,9/14/1973,0,0,0,0,0,0,0,0,177,Pittsburgh,Big East,1996,INA,INA,0,0,2500433,DOR466824.png
AD-1550,Adam,Drake,A.Drake,WR,,74,195,,4.58,11,38,121,4.15,6.7,0,0,0,Eastern Illinois,Ohio Valley,2015,INA,INA,0,0,2554361,DRA155410.png
AD-1575,Austin,Duke,A.Duke,WR,,70,161,8/3/1993,4.54,15,37,121,4.29,6.92,0,0,0,Charlotte,,2017,CAR,PS,16,4,2558937,DUK254861.png
AD-1600,Anthony,Dunn,A.Dunn,DL,,74,255,7/1/1980,0,0,0,0,0,0,0,0,0,Northern Colorado,,2003,INA,INA,0,0,2505409,DUN508175.png
AD-1700,Andre,Dyson,A.Dyson,DB,,70,183,5/25/1979,4.4,0,0,119,0,0,0,0,60,Utah,Mountain West (MWC),2001,INA,INA,0,0,2504752,DYS438619.png
AE-0050,Andrew,East,A.East,LS,,74,225,9/17/1991,4.78,20,33,110,4.29,6.97,0,0,0,Vanderbilt,Southeastern (SEC),2015,INA,INA,0,0,2553798,EAS651714.png
AE-0100,Adimchinobe,Echemandu,A.Echemandu,RB,,70,225,11/21/1980,4.58,0,0,0,0,0,0,0,208,California,Pacific 10,2004,INA,INA,0,0,2506072,ECH077866.png
AE-0200,Andrew,Economos,A.Economos,OL,,73,250,6/24/1982,4.98,0,0,0,0,0,0,0,0,Georgia Tech,Atlantic Coast (ACC),2006,INA,INA,0,0,2506134,ECO444955.png
AE-0300,A.J.,Edds,A.Edds,LB,,76,246,9/18/1987,4.62,16,33,120,4.28,7.19,0,0,0,Iowa,Big Ten,2011,INA,INA,0,0,496921,EDD454680.png
AE-0400,Antuan,Edwards,A.Edwards,DB,,73,212,5/26/1977,4.46,0,38,123,3.96,6.89,0,0,25,Clemson,Atlantic Coast (ACC),1999,INA,INA,0,0,2500512,EDW108786.png
AE-0500,Armanti,Edwards,A.Edwards,WR,,71,187,3/8/1988,4.43,13,34.5,123,4.19,6.74,32.25,9.5,89,Appalachian State,Southern,2010,INA,INA,0,0,497110,EDW112351.png
AE-0550,Austin,Ekeler,A.Ekeler,RB,,69,191,5/17/1995,4.67,0,0,0,0,0,0,0,0,Western State (CO),,2017,LAC,RB,3,3,2559169,EKE189430.png
AE-0600,Abram,Elam,A.Elam,DB,,72,207,10/15/1981,4.49,0,0,0,0,0,0,0,0,Notre Dame,FBS Independents,2006,INA,INA,0,0,2506330,ELA528222.png
AE-0700,Aaron,Elling,A.Elling,K,,74,201,5/31/1978,0,0,0,0,0,0,0,0,0,Wyoming,Mountain West (MWC),2003,INA,INA,0,0,2504975,ELL159727.png
AE-0750,Andre,Ellington,A.Ellington,RB,,69,199,2/3/1989,4.52,0,34,122,0,0,31,9.375,187,Clemson,Atlantic Coast (ACC),2013,ARI,RB,38,2,2539217,ELL164917.png
AE-0775,Alex,Ellis,A.Ellis,TE,,76,215,2/10/1993,4.79,20,34.5,121,4.37,6.87,0,0,0,Tennessee,Southeastern (SEC),2016,INA,INA,0,0,2556737,ELL403440.png
AE-0800,Atiyyah,Ellison,A.Ellison,DL,,75,322,9/29/1981,5.07,25,27.5,103,4.83,8.01,0,0,89,Missouri,Big 12,2006,INA,INA,0,0,2506428,ELL665605.png
AE-0900,Auston,English,A.English,LB,DL,75,250,3/10/1987,4.8,25,35,120,4.41,7.36,0,0,0,Oklahoma,Big 12,2011,INA,INA,0,0,2513650,ENG477348.png
AE-1000,Alonzo,Ephraim,A.Ephraim,OL,,76,312,11/8/1981,5.32,0,0,0,0,0,0,0,0,Alabama,Southeastern (SEC),2003,INA,INA,0,0,2505273,EPH563610.png
AE-1025,Aaron,Epps,A.Epps,OL,,78,288,11/16/1992,5.3,24,26.5,101,4.93,7.84,0,0,0,Louisville,Atlantic Coast (ACC),2016,INA,INA,0,0,2556832,EPP246743.png
AE-1037,Alex,Erickson,A.Erickson,WR,,72,198,11/6/1992,4.54,14,34.5,116,4.1,6.68,0,0,0,Wisconsin,Big Ten,2016,CIN,RWR,12,4,2556519,ERI090697.png
AE-1043,Amba,Etta-Tawo,A.Etta-Tawo,WR,,73,198,11/10/1993,4.49,14,33.5,125,4.27,6.95,32,9.125,0,Syracuse,Atlantic Coast (ACC),2017,INA,INA,0,0,2559170,ETT087786.png
AE-1050,Antoine,Everett,A.Everett,OL,,74,328,11/16/1991,5.74,21,20.5,91,5.18,8.5,0,0,0,McNeese State,Southland,2015,INA,INA,0,0,2553929,EVE113970.png
AE-1100,Antone,Exum,A.Exum,DB,,72,213,2/27/1991,4.51,17,35,117,4.13,7.01,31.625,9.625,182,Virginia Tech,Atlantic Coast (ACC),2014,INA,INA,0,0,2543680,EXU415291.png
AE-1200,Anthony,Ezeakunne,A.Ezeakunne,TE,,76,240,,0,0,0,0,0,0,0,0,0,Chapman,,2015,INA,INA,0,0,2554532,EZE043713.png
AF-0050,Anthony,Fabiano,A.Fabiano,OL,,76,298,7/13/1993,5.04,25,32.5,108,4.42,7.41,0,0,0,Harvard,Ivy League,2016,INA,INA,0,0,2556520,FAB283136.png
AF-0100,Alan,Faneca,A.Faneca,OL,,77,312,12/7/1976,0,0,0,0,0,0,0,0,26,LSU,Southeastern (SEC),1998,INA,INA,0,0,2500587,FAN049971.png
AF-0200,Anthony,Fasano,A.Fasano,TE,WR,76,255,4/20/1984,4.86,19,33.5,112,4.34,6.94,0,0,53,Notre Dame,FBS Independents,2006,MIA,TE,80,2,2495835,FAS072076.png
AF-0300,A.J.,Feeley,A.Feeley,QB,,75,225,5/16/1977,5.13,0,26,0,4.16,0,0,0,155,Oregon,Pacific 10,2001,INA,INA,0,0,2504566,FEE447935.png
AF-0400,Aaron,Fields,A.Fields,DL,,76,243,1/9/1976,4.76,22,34,115,4.56,7.51,0,0,0,Troy,Southland,2000,INA,INA,0,0,2504085,FIE308955.png
AF-0500,Alfred,Fincher,A.Fincher,LB,,73,241,8/15/1983,4.68,25,31.5,112,4.48,7.7,0,0,82,Connecticut,Big East,2005,INA,INA,0,0,2506421,FIN184731.png
AF-0550,Anthony,Firkser,A.Firkser,TE,,74,230,,4.82,21,31.5,110,4.29,7.06,0,0,0,Harvard,Ivy League,2017,INA,INA,0,0,2558942,FIR355963.png
AF-0600,Anthony,Floyd,A.Floyd,DB,,70,202,2/1/1981,4.6,19,33.5,117,4.2,7.09,0,0,0,Louisville,Conference USA (C-USA),2003,INA,INA,0,0,2505267,FLO581265.png
AF-0700,Andre,Fluellen,A.Fluellen,DL,,74,285,3/7/1985,5,0,28.5,104,4.45,7.78,0,0,87,Florida State,Atlantic Coast (ACC),2008,INA,INA,0,0,1706,FLU079102.png
AF-0800,Albert,Fontenot,A.Fontenot,DL,,76,287,9/17/1970,0,0,0,0,0,0,0,0,112,Baylor,Southwest,1993,INA,INA,0,0,2500669,FON197520.png
AF-0900,Arian,Foster,A.Foster,RB,,73,224,8/24/1986,4.68,23,32,115,4.53,7.09,0,0,0,Tennessee,Southeastern (SEC),2009,INA,INA,0,0,79555,FOS107404.png
AF-0950,A.J.,Francis,A.Francis,DL,,77,309,5/7/1990,5.2,24,29,112,4.58,7.45,0,0,0,Maryland,Atlantic Coast (ACC),2013,INA,INA,0,0,2541707,FRA068603.png
AF-1000,Aaron,Francisco,A.Francisco,DB,LB,74,212,7/5/1983,4.74,17,35,113,4.13,6.98,0,0,0,Brigham Young,Mountain West (MWC),2005,INA,INA,0,0,2506241,FRA212200.png
AF-1100,Aubrayo,Franklin,A.Franklin,DL,,73,315,8/27/1980,5.2,0,27,100,4.79,0,0,0,146,Tennessee,Southeastern (SEC),2003,INA,INA,0,0,2505649,FRA398785.png
AF-1150,Andrew,Franks,A.Franks,K,,72,201,1/11/1993,5.08,0,0,0,0,0,0,0,0,Rensselaer Poly Inst.,,2015,INA,INA,0,0,2553648,FRA570164.png
AF-1200,Andre,Frazier,A.Frazier,LB,,77,234,6/29/1982,4.66,19,38,124,4.12,7.09,0,0,0,Cincinnati,Conference USA (C-USA),2005,INA,INA,0,0,2506145,FRA692107.png
AF-1300,Antonio,Freeman,A.Freeman,WR,,73,198,5/27/1972,0,0,0,0,0,0,0,0,90,Virginia Tech,Big East,1995,INA,INA,0,0,2500704,FRE163572.png
AF-1400,Arturo,Freeman,A.Freeman,DB,,73,200,10/27/1976,4.5,14,35.5,124,4.38,6.91,0,0,152,South Carolina,Southeastern (SEC),2000,INA,INA,0,0,2504175,FRE166197.png
AF-1500,Alani,Fua,A.Fua,LB,,77,238,1/1/1992,4.59,20,34.5,119,4.15,6.83,0,0,0,Brigham Young,FBS Independents,2015,INA,INA,0,0,2553523,FUA016162.png
AF-1600,Adam,Fuehne,A.Fuehne,TE,,79,254,3/23/1993,5.06,0,31.5,104,4.14,7.15,0,0,0,Southern Illinois,Missouri Valley,2016,INA,INA,0,0,2556533,FUE274172.png
AG-0100,Andrew,Gachkar,A.Gachkar,LB,,75,228,11/4/1988,4.58,18,34,118,4.29,6.95,0,0,234,Missouri,Big 12,2011,INA,INA,0,0,2499275,GAC280472.png
AG-0200,Anthony,Gaitor,A.Gaitor,DB,,70,175,10/9/1988,4.48,12,36,126,4.12,6.85,31.75,10.25,222,Florida International,Sun Belt,2011,INA,INA,0,0,2499268,GAI804192.png
AG-0250,Andy,Gallik,A.Gallik,OL,,74,306,9/24/1991,5.43,29,27,96,4.58,7.66,32.75,10.25,208,Boston College,Atlantic Coast (ACC),2015,INA,INA,0,0,2552237,GAL634120.png
AG-0300,Antonio,Garay,A.Garay,DL,,75,320,11/30/1979,4.9,0,0,0,0,0,0,0,195,Boston College,Big East,2003,INA,INA,0,0,2505668,GAR023506.png
AG-0350,Antonio,Garcia,A.Garcia,OL,,78,302,12/10/1993,5.15,24,31,108,4.94,7.98,33.375,9.875,85,Troy,Sun Belt,2017,NE,RES,63,2,2557938,GAR054848.png
AG-0400,Andrew,Gardner,A.Gardner,OL,,78,305,4/4/1986,4.98,0,30.5,107,4.7,7.51,0,0,181,Georgia Tech,Atlantic Coast (ACC),2009,INA,INA,0,0,71311,GAR153212.png
AG-0500,Antonio,Gates,A.Gates,TE,,76,260,6/18/1980,0,0,0,0,0,0,0,0,0,Kent State,Mid-American (MAC),2003,LAC,TE,85,1,2505299,GAT194627.png
AG-0600,Akbar,Gbaja-Biamila,A.Gbaja-Biamila,DL,LB,77,270,5/6/1979,4.9,0,0,0,0,0,0,0,0,San Diego State,Mountain West (MWC),2003,INA,INA,0,0,2505311,GBA319550.png
AG-0612,Austin,Gearing,A.Gearing,LB,,77,257,7/8/1994,4.9,22,30.5,118,4.47,7.14,0,0,0,Miami (OH),Mid-American (MAC),2017,INA,INA,0,0,2559462,null.png
AG-0625,Avery,Gennesy,A.Gennesy,OL,,75,318,2/6/1994,5.35,24,25,95,4.86,7.81,33.625,9.5,0,Texas A&M,Southeastern (SEC),2017,JAC,RES,66,3,2559175,GEN087001.png
AG-0650,Adam,Gettis,A.Gettis,OL,,74,293,12/9/1988,4.9,0,31.5,112,4.65,7.99,33.125,9.5,141,Iowa,Big Ten,2012,NYG,RES,60,4,2533449,GET186929.png
AG-0700,Aaron,Gibson,A.Gibson,OL,,78,375,9/27/1977,5.35,31,24,111,4.54,7.99,0,0,27,Wisconsin,Big Ten,2000,INA,INA,0,0,2500799,GIB385010.png
AG-0750,Alex,Gillett,A.Gillett,WR,,73,214,5/17/1991,4.6,13,38.5,115,4.51,7.13,0,0,0,Eastern Michigan,Mid-American (MAC),2013,INA,INA,0,0,2542084,GIL443348.png
AG-0775,Adarius,Glanton,A.Glanton,LB,,73,215,9/21/1990,4.62,32,33,117,4.5,7.09,0,0,0,Florida Atlantic,Conference USA (C-USA),2014,TB,MLB,53,2,2550565,GLA303597.png
AG-0787,Andrew,Gleichert,A.Gleichert,TE,,77,260,1/13/1992,4.88,20,34.5,115,4.46,7.37,0,0,0,Michigan State,Big Ten,2015,INA,INA,0,0,2553713,GLE084286.png
AG-0800,Aaron,Glenn,A.Glenn,DB,,69,185,7/16/1972,0,0,0,0,0,0,0,0,12,Texas A&M,Southwest,1994,INA,INA,0,0,2500813,GLE126430.png
AG-0900,Andrew,Glover,A.Glover,TE,,78,250,8/12/1967,0,0,0,0,0,0,0,0,274,Grambling State,Southwestern Athletic (SWAC),1991,INA,INA,0,0,2500818,GLO404040.png
AG-0950,Antonio,Glover,A.Glover,DB,,72,179,3/31/1993,4.64,16,37.5,127,4.2,7.61,0,0,0,Georgia Southern,Sun Belt,2016,INA,INA,0,0,2556538,GLO409665.png
AG-1000,Adam,Goldberg,A.Goldberg,OL,,79,310,8/12/1980,0,0,0,0,0,0,0,0,0,Wyoming,Mountain West (MWC),2004,INA,INA,0,0,2505336,GOL031003.png
AG-1100,Anthony,Gonzalez,A.Gonzalez,WR,,72,193,9/18/1984,4.44,16,38,123,4.08,6.54,0,0,32,Ohio State,Big Ten,2007,INA,INA,0,0,2495612,GON586238.png
AG-1150,Antwan,Goodley,A.Goodley,WR,,70,209,9/6/1991,4.43,0,35,127,4.38,7.19,30.75,9.25,0,Baylor,Big 12,2015,INA,INA,0,0,2553526,GOO275616.png
AG-1200,Andre',Goodman,A.Goodman,DB,LB,70,185,8/11/1978,4.36,0,0,0,0,0,0,0,68,South Carolina,Southeastern (SEC),2002,INA,INA,0,0,2505064,GOO313244.png
AG-1300,Amon,Gordon,A.Gordon,DL,,74,305,10/13/1981,4.88,0,0,0,0,0,0,0,161,Stanford,Pacific 10,2004,INA,INA,0,0,2506067,GOR042515.png
AG-1350,Adam,Gotsis,A.Gotsis,DL,,76,287,9/23/1992,4.88,23,0,0,0,0,34.125,10.75,63,Georgia Tech,Atlantic Coast (ACC),2016,DEN,RDE,99,1,2555502,GOT428790.png
AG-1400,Aaron,Graham,A.Graham,OL,,76,301,5/22/1973,0,0,0,0,0,0,0,0,112,Nebraska,Big Eight,1996,INA,INA,0,0,2500855,GRA112165.png
AG-1450,Antwane,Grant,A.Grant,WR,,71,190,8/14/1992,4.73,26,34.5,123,4.39,7.09,0,0,0,Western Kentucky,Conference USA (C-USA),2016,INA,INA,0,0,2556539,GRA392977.png
AG-1475,Alex,Gray,A.Gray,DB,,74,222,9/15/1993,4.61,15,35,123,4.42,7.37,0,0,0,Appalachian State,Sun Belt,2017,INA,INA,0,0,2559046,GRA762089.png
AG-1487,Alex,Gray,A.Gray,TE,,76,231,5/1/1991,0,0,0,0,0,0,0,0,0,None,,2017,ATL,PS,89,1,2559379,GRA603000.png
AG-1500,A.J.,Green,A.Green,WR,,76,211,7/31/1988,4.4,18,34.5,126,4.21,6.91,34.375,9.25,4,Georgia,Southeastern (SEC),2011,CIN,LWR,18,1,2495450,GRE034604.png
AG-1550,Aaron,Green,A.Green,RB,,71,203,10/15/1992,4.56,18,32.5,120,4.04,6.81,0,0,0,Texas Christian,Big 12,2016,INA,INA,0,0,2556541,GRE034007.png
AG-1600,Ahman,Green,A.Green,RB,,72,217,2/16/1977,0,0,0,0,0,0,0,0,76,Nebraska,Big 12,1998,INA,INA,0,0,2500887,GRE035797.png
AG-1700,Alex,Green,A.Green,RB,,72,225,6/23/1988,4.45,20,34,114,4.15,6.91,32,9.125,96,Hawaii,Western Athletic,2011,INA,INA,0,0,2508119,GRE037487.png
AG-1800,Andy,Groom,A.Groom,K,,72,196,9/10/1979,4.63,0,0,0,0,0,0,0,0,Ohio State,Big Ten,2005,INA,INA,0,0,2505382,GRO139012.png
AG-1850,Aaron,Grymes,A.Grymes,DB,,71,185,3/1/1991,4.6,11,40,124,4.23,6.88,0,0,0,Idaho,Sun Belt,2016,INA,INA,0,0,2555574,GRY542472.png
AG-1900,Andre,Gurode,A.Gurode,OL,,76,314,3/5/1978,5.34,0,30.5,100,5.05,8.15,0,0,37,Colorado,Big 12,2002,INA,INA,0,0,2505228,GUR332232.png
